number,discovery_date,discovery_site,discoverer,category,diameter_km
3242,"September 22, 1979",Nauchnij,N. S. Chernykh,EUN,7.7
3243,"February 19, 1980",Harvard Observatory,Harvard Observatory,EOS,10.0
3244,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,3.8
3245,"October 27, 1973",Tautenburg Observatory,F. Börngen,THM,13.0
3246,"April 1, 1976",Nauchnij,N. S. Chernykh,·,22.0
3247,"December 30, 1981",Anderson Mesa,E. Bowell,·,14.0
3248,"March 21, 1982",Anderson Mesa,E. Bowell,·,37.0
3249,"February 18, 1977",Kiso,"H. Kosai , K. Furukawa",·,5.1
3250,"March 6, 1979",Mount Stromlo,C.-I. Lagerkvist,EOS,20.0
3251,"September 24, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,15.0
3252,"March 2, 1981",Siding Spring,S. J. Bus,EUN,7.8
3253,"April 28, 1982",Anderson Mesa,E. Bowell,·,6.2
3254,"October 17, 1982",Anderson Mesa,E. Bowell,3:2,31.0
3255,"September 2, 1980",Anderson Mesa,E. Bowell,moon,4.0
3256,"September 26, 1981",Anderson Mesa,"B. A. Skiff , N. G. Thomas",·,21.0
3257,"April 15, 1982",Kleť,A. Mrkos,·,5.6
3258,"September 8, 1983",Zimmerwald,P. Wild,·,6.3
3259,"September 25, 1984",Palomar,J. Platt,·,26.0
3260,"September 20, 1974",Nauchnij,L. V. Zhuravleva,·,7.7
3261,"September 22, 1979",Nauchnij,N. S. Chernykh,KOR,12.0
3262,"November 28, 1983",Geisei,T. Seki,·,23.0
3263,"February 5, 1932",Heidelberg,K. Reinmuth,·,4.9
3264,"January 7, 1934",Heidelberg,K. Reinmuth,THM · fast,16.0
3265,"November 9, 1953",Heidelberg,K. Reinmuth,V,5.9
3266,"August 11, 1978",La Silla,H.-E. Schuster,H,7.6
3267,"January 3, 1981",Anderson Mesa,E. Bowell,·,6.4
3268,"February 26, 1981",La Silla,"H. Debehogne , G. de Sanctis",V,6.0
3269,"March 6, 1981",Siding Spring,S. J. Bus,WAT,12.0
3270,"February 18, 1982",Palomar,"C. S. Shoemaker , S. J. Bus",·,4.9
3271,"September 14, 1982",La Silla,H.-E. Schuster,AMO + 1 km (0.62 mi),1.7
3272,"February 24, 1938",Turku,Y. Väisälä,·,5.7
3273,"October 3, 1975",Nauchnij,L. I. Chernykh,CYB · slow,27.0
3274,"August 23, 1981",La Silla,H. Debehogne,THM,15.0
3275,"April 25, 1982",Anderson Mesa,E. Bowell,·,11.0
3276,"September 15, 1982",Kleť,A. Mrkos,THM,18.0
3277,"January 8, 1984",Anderson Mesa,E. Bowell,·,20.0
3278,"January 27, 1984",Kleť,A. Mrkos,·,31.0
3279,"October 17, 1960",Palomar,"C. J. van Houten , I. van Houten-Groeneveld , T. Gehrels",·,6.5
3280,"September 17, 1933",Uccle,F. Rigaux,(5),8.8
3281,"February 24, 1938",Turku,Y. Väisälä,·,5.5
3282,"February 19, 1949",Brooklyn,Indiana University,·,5.2
